drop,network_model,avg_k,var_k,avg_cc,var_cc,avg_spl,shannon_entr
233,barbasi_albert,3.7394789579158316,168.14455363633073,0.20451075961337606,0.16258467878723412,2.8731691840594986,0.7158475885081399
234,barbasi_albert,3.7675350701402808,179.08022859345957,0.25662932844002906,0.19065514108812565,2.8595467488082416,0.6696359227127411
235,barbasi_albert,3.7034068136272547,178.60942727137652,0.18848837031046564,0.1528495662320659,2.9062292922518345,0.7606106898076308
236,barbasi_albert,3.7515030060120242,189.18073421391875,0.20251806429938748,0.16139190901925238,2.8378118963377723,0.6912536374133125
237,barbasi_albert,3.775551102204409,170.87948241171713,0.21453717061443808,0.16840323291184714,2.866197324508738,0.6630592338648992
238,barbasi_albert,3.743486973947896,194.8079485624556,0.21056182748673055,0.1660857488915171,2.816285878369974,0.7076831176697725
239,barbasi_albert,3.7394789579158316,190.0403452194972,0.17847481620805383,0.1465044612492397,2.8308721651720234,0.7137999611247379
240,barbasi_albert,3.7034068136272547,187.49920683049453,0.18446603439591422,0.15034147697755354,2.847835952466063,0.7606106898076308
241,barbasi_albert,3.6993987975951903,174.9196589571929,0.18847914764250673,0.15285294060260937,2.896614873032633,0.7662096937937872
242,barbasi_albert,3.723446893787575,180.33233601471485,0.15239546192897177,0.1290806712235448,2.895393994401624,0.7317872346562104
243,barbasi_albert,3.755511022044088,177.4472391677142,0.19649178414027557,0.15778428380512038,2.86967522218786,0.6889548385483482
244,barbasi_albert,3.7595190380761525,193.82994445805426,0.2666676632761709,0.19542229396972569,2.758366432263319,0.6794260058786818
245,barbasi_albert,3.687374749498998,190.94434962108582,0.18445909624978624,0.15034409854965627,2.8455066445516297,0.7772481641853642
246,barbasi_albert,3.715430861723447,207.38194625724392,0.20652128086370386,0.1637624683380003,2.789940602648183,0.7434855383214952
247,barbasi_albert,3.67935871743487,202.32604688334587,0.2085323821503197,0.16493189435529906,2.805964634680183,0.7934175486807008
